"Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,ATA,Dep_Delay,Arr_Delay,STD_hour,weekday,delay,takeoff_hour,landing_hour,takeoff_delay,landing_delay,STA_hour,DayOfWeek,Route,ScheduledHour,Weekday,AircraftEncoded,RouteEncoded,DepartureDelay"
" ,2025-07-20,Mumbai (BOM),Bareilly (BEK),A20N (VT-IIX),1:54,1900-01-01 11:10:00,1900-01-01 11:21:00,1900-01-01 13:40:00,1900-01-01 13:14:00,11.0,-26.0,11.0,Sunday,-26.0,11.0,13.0,11.0,-26.0,13.0,6.0,Mumbai (BOM)-Bareilly (BEK),11,6,21,4,11.0"
" ,2025-07-19,Mumbai (BOM),Agra (AGR),A20N (VT-ITV),1:28,1900-01-01 11:10:00,1900-01-01 11:50:00,1900-01-01 13:20:00,1900-01-01 13:17:00,40.0,-3.0,11.0,Saturday,-3.0,11.0,13.0,40.0,-3.0,13.0,5.0,Mumbai (BOM)-Agra (AGR),11,5,42,2,40.0"
" ,2025-07-25,Mumbai (BOM),Delhi (DEL),A21N (VT-IWT),1:42,1900-01-01 11:15:00,1900-01-01 11:57:00,1900-01-01 13:30:00,1900-01-01 13:39:00,42.0,9.0,11.0,Friday,9.0,11.0,13.0,42.0,9.0,13.0,4.0,Mumbai (BOM)-Delhi (DEL),11,4,137,12,42.0"
" ,2025-07-24,Mumbai (BOM),Delhi (DEL),A21N (VT-ICM),1:43,1900-01-01 11:15:00,1900-01-01 11:23:00,1900-01-01 13:30:00,1900-01-01 13:06:00,8.0,-24.0,11.0,Thursday,-24.0,11.0,13.0,8.0,-24.0,13.0,3.0,Mumbai (BOM)-Delhi (DEL),11,3,105,12,8.0"
" ,2025-07-23,Mumbai (BOM),Delhi (DEL),A21N (VT-ICH),1:46,1900-01-01 11:15:00,1900-01-01 11:40:00,1900-01-01 13:30:00,1900-01-01 13:26:00,25.0,-4.0,11.0,Wednesday,-4.0,11.0,13.0,25.0,-4.0,13.0,2.0,Mumbai (BOM)-Delhi (DEL),11,2,102,12,25.0"
" ,2025-07-22,Mumbai (BOM),Delhi (DEL),A21N (VT-NCM),1:43,1900-01-01 11:15:00,1900-01-01 11:39:00,1900-01-01 13:30:00,1900-01-01 13:22:00,24.0,-8.0,11.0,Tuesday,-8.0,11.0,13.0,24.0,-8.0,13.0,1.0,Mumbai (BOM)-Delhi (DEL),11,1,145,12,24.0"
" ,2025-07-21,Mumbai (BOM),Delhi (DEL),A21N (VT-IWV),1:41,1900-01-01 11:15:00,1900-01-01 13:49:00,1900-01-01 13:30:00,1900-01-01 15:30:00,154.0,120.0,11.0,Monday,120.0,11.0,13.0,154.0,120.0,13.0,0.0,Mumbai (BOM)-Delhi (DEL),11,0,139,12,154.0"
" ,2025-07-20,Mumbai (BOM),Delhi (DEL),A21N (VT-ICF),1:43,1900-01-01 11:15:00,1900-01-01 11:30:00,1900-01-01 13:30:00,1900-01-01 13:13:00,15.0,-17.0,11.0,Sunday,-17.0,11.0,13.0,15.0,-17.0,13.0,6.0,Mumbai (BOM)-Delhi (DEL),11,6,100,12,15.0"
" ,2025-07-19,Mumbai (BOM),Delhi (DEL),A21N (VT-NCR),1:38,1900-01-01 11:15:00,1900-01-01 11:52:00,1900-01-01 13:30:00,1900-01-01 13:30:00,37.0,0.0,11.0,Saturday,0.0,11.0,13.0,37.0,0.0,13.0,5.0,Mumbai (BOM)-Delhi (DEL),11,5,147,12,37.0"
" ,2025-07-25,Mumbai (BOM),Diu (DIU),AT76 (VT-RKL),0:44,1900-01-01 11:15:00,1900-01-01 13:31:00,1900-01-01 12:20:00,1900-01-01 14:15:00,136.0,115.0,11.0,Friday,115.0,11.0,12.0,136.0,115.0,12.0,4.0,Mumbai (BOM)-Diu (DIU),11,4,171,15,136.0"
" ,2025-07-23,Mumbai (BOM),Diu (DIU),AT76 (VT-RKL),0:43,1900-01-01 11:15:00,1900-01-01 13:14:00,1900-01-01 12:20:00,1900-01-01 13:57:00,119.0,97.0,11.0,Wednesday,97.0,11.0,12.0,119.0,97.0,12.0,2.0,Mumbai (BOM)-Diu (DIU),11,2,171,15,119.0"
" ,2025-07-21,Mumbai (BOM),Diu (DIU),AT76 (VT-AIY),0:43,1900-01-01 11:15:00,1900-01-01 14:08:00,1900-01-01 12:20:00,1900-01-01 14:51:00,173.0,151.0,11.0,Monday,151.0,11.0,12.0,173.0,151.0,12.0,0.0,Mumbai (BOM)-Diu (DIU),11,0,170,15,173.0"
" ,2025-07-18,Mumbai (BOM),Diu (DIU),AT76 (VT-AIY),0:44,1900-01-01 11:15:00,1900-01-01 16:10:00,1900-01-01 12:20:00,1900-01-01 16:54:00,295.0,274.0,11.0,Friday,274.0,11.0,12.0,295.0,274.0,12.0,4.0,Mumbai (BOM)-Diu (DIU),11,4,170,15,295.0"
" ,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQW),1:24,1900-01-01 11:20:00,1900-01-01 11:48:00,1900-01-01 13:05:00,1900-01-01 13:12:00,28.0,7.0,11.0,Friday,7.0,11.0,13.0,28.0,7.0,13.0,4.0,Mumbai (BOM)-Bengaluru (BLR),11,4,90,5,28.0"
" ,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQH),1:22,1900-01-01 11:20:00,1900-01-01 11:30:00,1900-01-01 13:05:00,1900-01-01 12:52:00,10.0,-13.0,11.0,Thursday,-13.0,11.0,13.0,10.0,-13.0,13.0,3.0,Mumbai (BOM)-Bengaluru (BLR),11,3,78,5,10.0"
" ,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A20N (VT-EXV),1:21,1900-01-01 11:20:00,1900-01-01 11:58:00,1900-01-01 13:05:00,1900-01-01 13:19:00,38.0,14.0,11.0,Wednesday,14.0,11.0,13.0,38.0,14.0,13.0,2.0,Mumbai (BOM)-Bengaluru (BLR),11,2,12,5,38.0"
" ,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQF),1:23,1900-01-01 11:20:00,1900-01-01 12:00:00,1900-01-01 13:05:00,1900-01-01 13:23:00,40.0,18.0,11.0,Tuesday,18.0,11.0,13.0,40.0,18.0,13.0,1.0,Mumbai (BOM)-Bengaluru (BLR),11,1,77,5,40.0"
" ,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNU),1:20,1900-01-01 11:20:00,1900-01-01 14:33:00,1900-01-01 13:05:00,1900-01-01 15:53:00,193.0,168.0,11.0,Monday,168.0,11.0,13.0,193.0,168.0,13.0,0.0,Mumbai (BOM)-Bengaluru (BLR),11,0,68,5,193.0"
" ,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TNU),1:21,1900-01-01 11:20:00,1900-01-01 11:41:00,1900-01-01 13:05:00,1900-01-01 13:02:00,21.0,-3.0,11.0,Sunday,-3.0,11.0,13.0,21.0,-3.0,13.0,6.0,Mumbai (BOM)-Bengaluru (BLR),11,6,68,5,21.0"
" ,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A20N (VT-TQB),1:22,1900-01-01 11:20:00,1900-01-01 11:51:00,1900-01-01 13:05:00,1900-01-01 13:12:00,31.0,7.0,11.0,Saturday,7.0,11.0,13.0,31.0,7.0,13.0,5.0,Mumbai (BOM)-Bengaluru (BLR),11,5,74,5,31.0"
" ,2025-07-25,Mumbai (BOM),Kandla (IXY),DH8D (VT-SUO),,1900-01-01 11:30:00,1900-01-01 12:15:00,1900-01-01 13:00:00,,45.0,,11.0,Friday,,11.0,13.0,45.0,,13.0,4.0,Mumbai (BOM)-Kandla (IXY),11,4,223,29,45.0"
" ,2025-07-23,Mumbai (BOM),Kandla (IXY),DH8D (VT-SUO),1:53,1900-01-01 11:30:00,1900-01-01 11:20:00,1900-01-01 13:00:00,1900-01-01 13:13:00,-10.0,13.0,11.0,Wednesday,13.0,11.0,13.0,-10.0,13.0,13.0,2.0,Mumbai (BOM)-Kandla (IXY),11,2,223,29,-10.0"
" ,2025-07-21,Mumbai (BOM),Kandla (IXY),DH8D (VT-SQD),1:06,1900-01-01 11:30:00,1900-01-01 14:08:00,1900-01-01 13:00:00,1900-01-01 15:13:00,158.0,133.0,11.0,Monday,133.0,11.0,13.0,158.0,133.0,13.0,0.0,Mumbai (BOM)-Kandla (IXY),11,0,222,29,158.0"
" ,2025-07-20,Mumbai (BOM),Kandla (IXY),DH8D (VT-SQD),1:09,1900-01-01 11:30:00,1900-01-01 11:39:00,1900-01-01 13:00:00,1900-01-01 12:48:00,9.0,-12.0,11.0,Sunday,-12.0,11.0,13.0,9.0,-12.0,13.0,6.0,Mumbai (BOM)-Kandla (IXY),11,6,222,29,9.0"
" ,2025-07-19,Mumbai (BOM),Kandla (IXY),DH8D (VT-SQD),1:05,1900-01-01 11:30:00,1900-01-01 13:18:00,1900-01-01 13:00:00,1900-01-01 14:22:00,108.0,82.0,11.0,Saturday,82.0,11.0,13.0,108.0,82.0,13.0,5.0,Mumbai (BOM)-Kandla (IXY),11,5,222,29,108.0"
" ,2025-07-25,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0:54,1900-01-01 11:30:00,1900-01-01 12:24:00,1900-01-01 12:45:00,1900-01-01 13:18:00,54.0,33.0,11.0,Friday,33.0,11.0,12.0,54.0,33.0,12.0,4.0,Mumbai (BOM)-Goa (GOI),11,4,151,19,54.0"
" ,2025-07-24,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0:57,1900-01-01 11:30:00,1900-01-01 11:43:00,1900-01-01 12:45:00,1900-01-01 12:40:00,13.0,-5.0,11.0,Thursday,-5.0,11.0,12.0,13.0,-5.0,12.0,3.0,Mumbai (BOM)-Goa (GOI),11,3,151,19,13.0"
" ,2025-07-23,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0:48,1900-01-01 11:30:00,1900-01-01 12:12:00,1900-01-01 12:45:00,1900-01-01 13:00:00,42.0,15.0,11.0,Wednesday,15.0,11.0,12.0,42.0,15.0,12.0,2.0,Mumbai (BOM)-Goa (GOI),11,2,151,19,42.0"
" ,2025-07-22,Mumbai (BOM),Goa (GOI),A21N (VT-TVH),0:58,1900-01-01 11:30:00,1900-01-01 12:01:00,1900-01-01 12:45:00,1900-01-01 12:59:00,31.0,14.0,11.0,Tuesday,14.0,11.0,12.0,31.0,14.0,12.0,1.0,Mumbai (BOM)-Goa (GOI),11,1,150,19,31.0"
" ,2025-07-21,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0:50,1900-01-01 11:30:00,1900-01-01 13:24:00,1900-01-01 12:45:00,1900-01-01 14:14:00,114.0,89.0,11.0,Monday,89.0,11.0,12.0,114.0,89.0,12.0,0.0,Mumbai (BOM)-Goa (GOI),11,0,151,19,114.0"
" ,2025-07-20,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0:46,1900-01-01 11:30:00,1900-01-01 11:57:00,1900-01-01 12:45:00,1900-01-01 12:43:00,27.0,-2.0,11.0,Sunday,-2.0,11.0,12.0,27.0,-2.0,12.0,6.0,Mumbai (BOM)-Goa (GOI),11,6,151,19,27.0"
" ,2025-07-19,Mumbai (BOM),Goa (GOI),A21N (VT-TVI),0:55,1900-01-01 11:30:00,1900-01-01 12:01:00,1900-01-01 12:45:00,1900-01-01 12:56:00,31.0,11.0,11.0,Saturday,11.0,11.0,12.0,31.0,11.0,12.0,5.0,Mumbai (BOM)-Goa (GOI),11,5,151,19,31.0"
" ,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWU),1:17,1900-01-01 11:30:00,1900-01-01 12:13:00,1900-01-01 13:20:00,1900-01-01 13:30:00,43.0,10.0,11.0,Friday,10.0,11.0,13.0,43.0,10.0,13.0,4.0,Mumbai (BOM)-Bengaluru (BLR),11,4,138,5,43.0"
" ,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWS),1:21,1900-01-01 11:30:00,1900-01-01 11:29:00,1900-01-01 13:20:00,1900-01-01 12:50:00,-1.0,-30.0,11.0,Thursday,-30.0,11.0,13.0,-1.0,-30.0,13.0,3.0,Mumbai (BOM)-Bengaluru (BLR),11,3,136,5,-1.0"
" ,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWT),1:16,1900-01-01 11:30:00,1900-01-01 12:06:00,1900-01-01 13:20:00,1900-01-01 13:22:00,36.0,2.0,11.0,Wednesday,2.0,11.0,13.0,36.0,2.0,13.0,2.0,Mumbai (BOM)-Bengaluru (BLR),11,2,137,5,36.0"
" ,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWU),1:22,1900-01-01 11:30:00,1900-01-01 12:04:00,1900-01-01 13:20:00,1900-01-01 13:25:00,34.0,5.0,11.0,Tuesday,5.0,11.0,13.0,34.0,5.0,13.0,1.0,Mumbai (BOM)-Bengaluru (BLR),11,1,138,5,34.0"
" ,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCQ),1:18,1900-01-01 11:30:00,1900-01-01 14:01:00,1900-01-01 13:20:00,1900-01-01 15:20:00,151.0,120.0,11.0,Monday,120.0,11.0,13.0,151.0,120.0,13.0,0.0,Mumbai (BOM)-Bengaluru (BLR),11,0,146,5,151.0"
" ,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCH),1:20,1900-01-01 11:30:00,1900-01-01 11:35:00,1900-01-01 13:20:00,1900-01-01 12:55:00,5.0,-25.0,11.0,Sunday,-25.0,11.0,13.0,5.0,-25.0,13.0,6.0,Mumbai (BOM)-Bengaluru (BLR),11,6,144,5,5.0"
" ,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCB),1:22,1900-01-01 11:30:00,1900-01-01 11:55:00,1900-01-01 13:20:00,1900-01-01 13:17:00,25.0,-3.0,11.0,Saturday,-3.0,11.0,13.0,25.0,-3.0,13.0,5.0,Mumbai (BOM)-Bengaluru (BLR),11,5,140,5,25.0"
" ,2025-07-25,Mumbai (BOM),Delhi (DEL),A20N (VT-TQP),1:45,1900-01-01 11:40:00,1900-01-01 12:20:00,1900-01-01 14:00:00,1900-01-01 14:05:00,40.0,5.0,11.0,Friday,5.0,11.0,14.0,40.0,5.0,14.0,4.0,Mumbai (BOM)-Delhi (DEL),11,4,85,12,40.0"
" ,2025-07-24,Mumbai (BOM),Delhi (DEL),A20N (VT-TQE),1:47,1900-01-01 11:40:00,1900-01-01 11:49:00,1900-01-01 14:00:00,1900-01-01 13:35:00,9.0,-25.0,11.0,Thursday,-25.0,11.0,14.0,9.0,-25.0,14.0,3.0,Mumbai (BOM)-Delhi (DEL),11,3,76,12,9.0"
" ,2025-07-23,Mumbai (BOM),Delhi (DEL),A20N (VT-TNS),1:46,1900-01-01 11:40:00,1900-01-01 12:16:00,1900-01-01 14:00:00,1900-01-01 14:02:00,36.0,2.0,11.0,Wednesday,2.0,11.0,14.0,36.0,2.0,14.0,2.0,Mumbai (BOM)-Delhi (DEL),11,2,67,12,36.0"
" ,2025-07-22,Mumbai (BOM),Delhi (DEL),A20N (VT-TQC),1:49,1900-01-01 11:40:00,1900-01-01 12:11:00,1900-01-01 14:00:00,1900-01-01 14:00:00,31.0,0.0,11.0,Tuesday,0.0,11.0,14.0,31.0,0.0,14.0,1.0,Mumbai (BOM)-Delhi (DEL),11,1,75,12,31.0"
" ,2025-07-21,Mumbai (BOM),Delhi (DEL),A20N (VT-TQT),1:41,1900-01-01 11:40:00,1900-01-01 13:16:00,1900-01-01 14:00:00,1900-01-01 14:57:00,96.0,57.0,11.0,Monday,57.0,11.0,14.0,96.0,57.0,14.0,0.0,Mumbai (BOM)-Delhi (DEL),11,0,88,12,96.0"
" ,2025-07-20,Mumbai (BOM),Delhi (DEL),A20N (VT-EXU),1:42,1900-01-01 11:40:00,1900-01-01 11:56:00,1900-01-01 14:00:00,1900-01-01 13:38:00,16.0,-22.0,11.0,Sunday,-22.0,11.0,14.0,16.0,-22.0,14.0,6.0,Mumbai (BOM)-Delhi (DEL),11,6,11,12,16.0"
" ,2025-07-19,Mumbai (BOM),Delhi (DEL),A20N (VT-TNS),1:42,1900-01-01 11:40:00,1900-01-01 11:59:00,1900-01-01 14:00:00,1900-01-01 13:41:00,19.0,-19.0,11.0,Saturday,-19.0,11.0,14.0,19.0,-19.0,14.0,5.0,Mumbai (BOM)-Delhi (DEL),11,5,67,12,19.0"
" ,2025-07-25,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQH),2:27,1900-01-01 11:40:00,1900-01-01 12:09:00,1900-01-01 14:30:00,1900-01-01 14:36:00,29.0,6.0,11.0,Friday,6.0,11.0,14.0,29.0,6.0,14.0,4.0,Mumbai (BOM)-Kolkata (CCU),11,4,78,33,29.0"
" ,2025-07-24,Mumbai (BOM),Kolkata (CCU),A20N (VT-ATV),2:23,1900-01-01 11:40:00,1900-01-01 12:00:00,1900-01-01 14:30:00,1900-01-01 14:23:00,20.0,-7.0,11.0,Thursday,-7.0,11.0,14.0,20.0,-7.0,14.0,3.0,Mumbai (BOM)-Kolkata (CCU),11,3,0,33,20.0"
" ,2025-07-23,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQL),2:31,1900-01-01 11:40:00,1900-01-01 12:21:00,1900-01-01 14:30:00,1900-01-01 14:53:00,41.0,23.0,11.0,Wednesday,23.0,11.0,14.0,41.0,23.0,14.0,2.0,Mumbai (BOM)-Kolkata (CCU),11,2,81,33,41.0"
" ,2025-07-22,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQE),2:32,1900-01-01 11:40:00,1900-01-01 12:10:00,1900-01-01 14:30:00,1900-01-01 14:42:00,30.0,12.0,11.0,Tuesday,12.0,11.0,14.0,30.0,12.0,14.0,1.0,Mumbai (BOM)-Kolkata (CCU),11,1,76,33,30.0"
" ,2025-07-21,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQC),2:28,1900-01-01 11:40:00,1900-01-01 13:11:00,1900-01-01 14:30:00,1900-01-01 15:39:00,91.0,69.0,11.0,Monday,69.0,11.0,14.0,91.0,69.0,14.0,0.0,Mumbai (BOM)-Kolkata (CCU),11,0,75,33,91.0"
" ,2025-07-20,Mumbai (BOM),Kolkata (CCU),A20N (VT-TQB),2:29,1900-01-01 11:40:00,1900-01-01 11:46:00,1900-01-01 14:30:00,1900-01-01 14:15:00,6.0,-15.0,11.0,Sunday,-15.0,11.0,14.0,6.0,-15.0,14.0,6.0,Mumbai (BOM)-Kolkata (CCU),11,6,74,33,6.0"
" ,2025-07-19,Mumbai (BOM),Kolkata (CCU),A20N (VT-TNF),2:26,1900-01-01 11:40:00,1900-01-01 12:06:00,1900-01-01 14:30:00,1900-01-01 14:33:00,26.0,3.0,11.0,Saturday,3.0,11.0,14.0,26.0,3.0,14.0,5.0,Mumbai (BOM)-Kolkata (CCU),11,5,61,33,26.0"
" ,2025-07-25,Mumbai (BOM),Singapore (SIN),B78X (9V-SCB),,1900-01-01 11:45:00,1900-01-01 13:03:00,1900-01-01 19:50:00,,78.0,,11.0,Friday,,11.0,19.0,78.0,,19.0,4.0,Mumbai (BOM)-Singapore (SIN),11,4,214,38,78.0"
" ,2025-07-24,Mumbai (BOM),Singapore (SIN),B78X (9V-SCG),4:54,1900-01-01 11:45:00,1900-01-01 11:52:00,1900-01-01 19:50:00,1900-01-01 19:16:00,7.0,-34.0,11.0,Thursday,-34.0,11.0,19.0,7.0,-34.0,19.0,3.0,Mumbai (BOM)-Singapore (SIN),11,3,216,38,7.0"
" ,2025-07-23,Mumbai (BOM),Singapore (SIN),B78X (9V-SCC),4:52,1900-01-01 11:45:00,1900-01-01 12:14:00,1900-01-01 19:50:00,1900-01-01 19:36:00,29.0,-14.0,11.0,Wednesday,-14.0,11.0,19.0,29.0,-14.0,19.0,2.0,Mumbai (BOM)-Singapore (SIN),11,2,215,38,29.0"
" ,2025-07-22,Mumbai (BOM),Singapore (SIN),B78X (9V-SCP),5:00,1900-01-01 11:45:00,1900-01-01 12:14:00,1900-01-01 19:50:00,1900-01-01 19:44:00,29.0,-6.0,11.0,Tuesday,-6.0,11.0,19.0,29.0,-6.0,19.0,1.0,Mumbai (BOM)-Singapore (SIN),11,1,220,38,29.0"
" ,2025-07-21,Mumbai (BOM),Singapore (SIN),B78X (9V-SCN),5:03,1900-01-01 11:45:00,1900-01-01 13:43:00,1900-01-01 19:50:00,1900-01-01 21:15:00,118.0,85.0,11.0,Monday,85.0,11.0,19.0,118.0,85.0,19.0,0.0,Mumbai (BOM)-Singapore (SIN),11,0,218,38,118.0"
" ,2025-07-20,Mumbai (BOM),Singapore (SIN),B78X (9V-SCO),4:42,1900-01-01 11:45:00,1900-01-01 11:59:00,1900-01-01 19:50:00,1900-01-01 19:11:00,14.0,-39.0,11.0,Sunday,-39.0,11.0,19.0,14.0,-39.0,19.0,6.0,Mumbai (BOM)-Singapore (SIN),11,6,219,38,14.0"
" ,2025-07-19,Mumbai (BOM),Singapore (SIN),B78X (9V-SCS),5:15,1900-01-01 11:45:00,1900-01-01 12:12:00,1900-01-01 19:50:00,1900-01-01 19:57:00,27.0,7.0,11.0,Saturday,7.0,11.0,19.0,27.0,7.0,19.0,5.0,Mumbai (BOM)-Singapore (SIN),11,5,221,38,27.0"
" ,2025-07-18,Mumbai (BOM),Singapore (SIN),B78X (9V-SCL),4:53,1900-01-01 11:45:00,1900-01-01 11:57:00,1900-01-01 19:50:00,1900-01-01 19:20:00,12.0,-30.0,11.0,Friday,-30.0,11.0,19.0,12.0,-30.0,19.0,4.0,Mumbai (BOM)-Singapore (SIN),11,4,217,38,12.0"
" ,2025-07-25,Mumbai (BOM),Chennai (MAA),A21N (VT-ICQ),1:29,1900-01-01 11:50:00,1900-01-01 12:04:00,1900-01-01 14:05:00,1900-01-01 13:33:00,14.0,-32.0,11.0,Friday,-32.0,11.0,14.0,14.0,-32.0,14.0,4.0,Mumbai (BOM)-Chennai (MAA),11,4,107,8,14.0"
" ,2025-07-24,Mumbai (BOM),Chennai (MAA),A21N (VT-IMB),1:33,1900-01-01 11:50:00,1900-01-01 12:41:00,1900-01-01 14:05:00,1900-01-01 14:13:00,51.0,8.0,11.0,Thursday,8.0,11.0,14.0,51.0,8.0,14.0,3.0,Mumbai (BOM)-Chennai (MAA),11,3,121,8,51.0"
" ,2025-07-23,Mumbai (BOM),Chennai (MAA),A21N (VT-ILD),1:36,1900-01-01 11:50:00,1900-01-01 12:19:00,1900-01-01 14:05:00,1900-01-01 13:55:00,29.0,-10.0,11.0,Wednesday,-10.0,11.0,14.0,29.0,-10.0,14.0,2.0,Mumbai (BOM)-Chennai (MAA),11,2,113,8,29.0"
" ,2025-07-22,Mumbai (BOM),Chennai (MAA),A21N (VT-IRY),1:33,1900-01-01 11:50:00,1900-01-01 12:18:00,1900-01-01 13:50:00,1900-01-01 13:51:00,28.0,1.0,11.0,Tuesday,1.0,11.0,13.0,28.0,1.0,13.0,1.0,Mumbai (BOM)-Chennai (MAA),11,1,132,8,28.0"
" ,2025-07-21,Mumbai (BOM),Chennai (MAA),A21N (VT-IBY),1:35,1900-01-01 11:50:00,1900-01-01 13:33:00,1900-01-01 14:05:00,1900-01-01 15:09:00,103.0,64.0,11.0,Monday,64.0,11.0,14.0,103.0,64.0,14.0,0.0,Mumbai (BOM)-Chennai (MAA),11,0,98,8,103.0"
" ,2025-07-20,Mumbai (BOM),Chennai (MAA),A21N (VT-ILH),1:38,1900-01-01 11:50:00,1900-01-01 12:25:00,1900-01-01 14:05:00,1900-01-01 14:03:00,35.0,-2.0,11.0,Sunday,-2.0,11.0,14.0,35.0,-2.0,14.0,6.0,Mumbai (BOM)-Chennai (MAA),11,6,115,8,35.0"
" ,2025-07-19,Mumbai (BOM),Chennai (MAA),A21N (VT-IML),1:38,1900-01-01 11:50:00,1900-01-01 12:04:00,1900-01-01 13:50:00,1900-01-01 13:42:00,14.0,-8.0,11.0,Saturday,-8.0,11.0,13.0,14.0,-8.0,13.0,5.0,Mumbai (BOM)-Chennai (MAA),11,5,125,8,14.0"
" ,2025-07-25,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ICW),1:06,1900-01-01 11:55:00,1900-01-01 12:50:00,1900-01-01 13:35:00,1900-01-01 13:56:00,55.0,21.0,11.0,Friday,21.0,11.0,13.0,55.0,21.0,13.0,4.0,Mumbai (BOM)-Hyderabad (HYD),11,4,109,22,55.0"
" ,2025-07-24,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ILO),1:08,1900-01-01 11:55:00,1900-01-01 12:18:00,1900-01-01 13:35:00,1900-01-01 13:26:00,23.0,-9.0,11.0,Thursday,-9.0,11.0,13.0,23.0,-9.0,13.0,3.0,Mumbai (BOM)-Hyderabad (HYD),11,3,117,22,23.0"
" ,2025-07-23,Mumbai (BOM),Hyderabad (HYD),A21N (VT-IML),1:11,1900-01-01 11:55:00,1900-01-01 12:34:00,1900-01-01 13:35:00,1900-01-01 13:46:00,39.0,11.0,11.0,Wednesday,11.0,11.0,13.0,39.0,11.0,13.0,2.0,Mumbai (BOM)-Hyderabad (HYD),11,2,125,22,39.0"
" ,2025-07-22,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ILG),1:15,1900-01-01 11:55:00,1900-01-01 12:25:00,1900-01-01 13:35:00,1900-01-01 13:40:00,30.0,5.0,11.0,Tuesday,5.0,11.0,13.0,30.0,5.0,13.0,1.0,Mumbai (BOM)-Hyderabad (HYD),11,1,114,22,30.0"
" ,2025-07-21,Mumbai (BOM),Hyderabad (HYD),A21N (VT-IUO),1:06,1900-01-01 11:55:00,1900-01-01 14:00:00,1900-01-01 13:35:00,1900-01-01 15:06:00,125.0,91.0,11.0,Monday,91.0,11.0,13.0,125.0,91.0,13.0,0.0,Mumbai (BOM)-Hyderabad (HYD),11,0,134,22,125.0"
" ,2025-07-20,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ICG),1:11,1900-01-01 11:55:00,1900-01-01 12:07:00,1900-01-01 13:35:00,1900-01-01 13:17:00,12.0,-18.0,11.0,Sunday,-18.0,11.0,13.0,12.0,-18.0,13.0,6.0,Mumbai (BOM)-Hyderabad (HYD),11,6,101,22,12.0"
" ,2025-07-19,Mumbai (BOM),Hyderabad (HYD),A21N (VT-ICG),1:05,1900-01-01 11:55:00,1900-01-01 12:17:00,1900-01-01 13:35:00,1900-01-01 13:22:00,22.0,-13.0,11.0,Saturday,-13.0,11.0,13.0,22.0,-13.0,13.0,5.0,Mumbai (BOM)-Hyderabad (HYD),11,5,101,22,22.0"
" ,2025-07-25,Mumbai (BOM),Coimbatore (CJB),A321 (VT-PPV),1:31,1900-01-01 12:00:00,1900-01-01 12:27:00,1900-01-01 13:45:00,1900-01-01 13:59:00,27.0,14.0,12.0,Friday,14.0,12.0,13.0,27.0,14.0,13.0,4.0,Mumbai (BOM)-Coimbatore (CJB),12,4,168,10,27.0"
" ,2025-07-24,Mumbai (BOM),Coimbatore (CJB),A20N (VT-RTL),1:33,1900-01-01 12:00:00,1900-01-01 12:15:00,1900-01-01 13:45:00,1900-01-01 13:48:00,15.0,3.0,12.0,Thursday,3.0,12.0,13.0,15.0,3.0,13.0,3.0,Mumbai (BOM)-Coimbatore (CJB),12,3,55,10,15.0"
" ,2025-07-23,Mumbai (BOM),Coimbatore (CJB),A20N (VT-RTN),1:34,1900-01-01 12:00:00,1900-01-01 12:29:00,1900-01-01 13:45:00,1900-01-01 14:03:00,29.0,18.0,12.0,Wednesday,18.0,12.0,13.0,29.0,18.0,13.0,2.0,Mumbai (BOM)-Coimbatore (CJB),12,2,56,10,29.0"
